Feeder,TransformerID,RatedKVA,Phase,Location,CustomerType,Lat,Lon
ALA07,46-114687,250,7,DCC_6004834228,2.0,8.435515075,98.77996982
ALA09,49-013062,30,2,ประปาหมู่บ้านบางหอย ม.2,4.0,8.66075231,98.758282461
ALA05,56-010980,30,2,ม.1 ต.ทับปุด,4.0,8.506285171,98.629311778
ALA09,63-024080,30,2,DCC_,1.0,8.509664748,98.721773042
ALA05,61-000488,50,7,บ้านมะรุ่ย,1.0,8.467386409,98.652615475
ALA05,51-008604,30,4,DCC_ประปาหมู่บ้านทุ่งสาลิกา ม.2,4.0,8.487230054,98.689688767
ALA09,37-013234,30,4,DCC_,1.0,8.519246122,98.71157616
ALA05,65-033324,100,7,ม.4 ต.มะรุ่ย อ.ทัปุด จ.พังงา,4.0,8.474610485,98.651413909
ALA09,66-112227,250,7,บริษัท วานิช ออยล์ จำกัด,2.0,8.518877852,98.701218544
ALA09,42-003276,30,1,DCC_,1.0,8.520462932,98.692603593
ALA05,37-009829,50,2,DCC_หจก.มะรุ่ย,1.0,8.448771361,98.647848963
ALA09,38-014919,30,2,DCC_,1.0,8.507641703,98.710335192
ALA09,60-002927,30,1,DCC_ปป.บ้านควนสบาย,1.0,8.542233035,98.706290477
ALA05,64-020663,160,7,ม.6 ต.ทับปุด,2.0,8.508826396,98.648758648
ALA09,65-031911,30,2,ไฟสาธารณะ,4.0,8.584651178,98.742036114
ALA09,66-014216,30,2,บ.บางแห้ง ม.2 ต.เขาต่อ อ.ปลายพระยา จ.กระบี่,1.0,8.655516965,98.757844161
ALA09,58-011573,160,7,ร.ร.อนุบาลบางเท่าแม่,4.0,8.613723712,98.752369379
ALA05,68-115049,30,4,ม.6 ต.มะรุ่ย อ.ทับปุด จ.พังงา,4.0,8.448419231,98.638201869
ALA09,61-107585,1000,7,โรงยางมะตอย,3.0,8.564705595,98.733202969
ALA09,60-005251,50,7,รพ.สต.บ้านเขาต่อ,4.0,8.570491944,98.740541627
ALA09,40-113571,50,1,สถานีโทรคมนาคมกรมช่างทหารอากาศบ้านทุ่งสูง,4.0,8.500566656,98.700500351
ALA05,66-007957,30,2,ทุ่งสาริกา,1.0,8.483140462,98.688474402
ALA09,48-007447,30,1,บ.ควนสบาย,1.0,8.553979004,98.703787026
ALA05,36-014697,160,7,DCC_,1.0,8.434960676,98.648334402
ALA09,62-104706,100,7,สนง.ก่อสร้างทางหลวง เขาต่อ-พนมม.2 ต.เขาต่อ,4.0,8.63934811,98.772299589
ALA05,49-116651,30,4,บริษัท.แอควานซ์.อินโฟร์.เซอร์วิส.สถานีอ่าวมะขาม,2.0,8.418508044,98.63986094
ALA05,55-115181,100,7,ฟาร์มกุ้งนายทรงศักดิ์ กะสิรักษ์,2.0,8.401431706,98.637958262
ALA01,40-000198,160,7,การปิโตรเลียมแห่งประเทศไทย ม.2 ต.อ่าวลึกเหนือ,2.0,8.380326069,98.741404537
ALA06,61-109117,2500,7,บมจ.ยูนิวานิช อ่าวลึก,3.0,8.385259766,98.729936025
ALA01,54-113849,500,7,ฟาร์มกุ้ง นายพิเชษฐ สุขุประการ,2.0,8.306031522,98.740072903
ALA06,49-114184,1250,7,บมจ.เอเชียนน้ำมันปาล์ม,2.0,8.381539218,98.716438318
ALA09,58-006180,30,1,บ้านหินดาน,2.0,8.46387728,98.737462812
ALA01,58-115090,100,7,บ่อกุ้ง นิภาพร เคลือสนิท,2.0,8.305485144,98.7400814
ALA03,56-115335,30,4,นายสุวิทย์  พิชคุณ,2.0,8.421703646,98.834929509
ALA02,06-105055,1000,7,บริษัทกระบี่วู้ดอินดัสตรี้ส์ จำกัด,2.0,8.338892759,98.767474227
ALA03,44-111432,630,7,โรงงานสกัดน้ำมันปาล์มพระราชดำริ,2.0,8.450919485,98.785874557
ALA03,40-000651,1000,7,บ.อันดามันปาล์ม จำกัด,2.0,8.426309754,98.767803782
ALA03,55-110762,1000,7,บ.วู๊ดเวอร์ค จำกัด,3.0,8.427078025,98.768678196
ALA02,40-000010,100,7,วิทยาลัยการอาชีพอ่าวลึก,4.0,8.291642527,98.794211321
ALA01,54-120983,500,7,บริษัท ไวท์ชิกเค้น จำกัด,3.0,8.269329397,98.785410613
ALA06,47-014424,500,7,นาง สมมิตร ภูมิภมร(ฟาร์มเลี้ยงกุ้ง),2.0,8.368185098,98.727532568
ALA02,62-000229,500,7,องค์การอุตสาหกรรมป่าไม้,3.0,8.338918342,98.885866782
ALA01,62-003034,30,1,ไฟทางหลวง บ้านไหนหนัง,4.0,8.265809257,98.781489523
ALA03,67-028481,30,2,"บ.แฟกซ์ไลท์ จำกัด สถานีบ้านช่องสระ ม,2 ต.เขาเขน",4.0,8.555551739,98.791795111
ALA03,57-010423,315,7,กระบี่พืชผล,2.0,8.430405355,98.814503243
ALA02,63-109171,500,7,ภาคใต้ทรายทอง,2.0,8.350540568,98.778367858
ALA02,64-001792,1000,7,อุตสากรรมเขาแก้ว,3.0,8.336804859,98.885766484
ALA01,37-004960,50,7,นายพรชัย ชูแสง (รง.อิฐบล๊อก),2.0,8.362646014,98.751329923
ALA03,55-112738,315,7,บ้านพัก บริษัทวู๊ดเวอร์ด,3.0,8.425197559,98.765513344
ALA02,59-102112,315,7,หจก.สมบูรณ์พรเจริญก่อสร้าง,2.0,8.351400058,98.780990585
ALA02,59-123486,1000,7,บริษัท มรกตชุมพรก่อสร้าง,2.0,8.341896443,98.765555713
ALA03,59-114490,1000,7,บริษัทไทยอิติเกรทปาล์ม,2.0,8.426155802,98.767665232
ALA06,50-112771,1250,7,บริษัทยูนิวานิชน้ำมันปาล์ม จำกัด,2.0,8.386120949,98.7294606
ALA06,64-006120,30,2,ไฟสาธารณะ,1.0,8.392584153,98.73729275
ALA03,49-012667,30,2,ประปาบ้านบางส้าน ม.2,4.0,8.532735836,98.80959567
ALA02,52-008822,50,7,นายเปี่ยมศักดิ์  สกลกิตติวัฒน์ (ที่อยู่อาศัย),2.0,8.274047879,98.802646031
ALA03,56-016451,30,4,ร้านปะยาง น.ส.ณัฏฐิกา  คงปาน,2.0,8.419077185,98.819430524
ALA03,58-105823,500,7,บริษัท นันทวรรธไชย,2.0,8.466409461,98.794646281
ALA03,63-024086,30,2,ช่องแบก,2.0,8.502338767,98.782726375
ALA03,59-009243,30,2,ไฟทางหลาง บ้านควนยิงวัว,4.0,8.529939968,98.790859483
ALA02,64-107034,400,7,โรงงานยางมะตอย,3.0,8.353866862,98.76307488
ALA07,54-015535,100,7,ธนาคารไทยพาณิชย์ จำกัด,2.0,8.397161124,98.743514306
ALA07,63-103524,30,2,ปากหยา ช่วง 2,1.0,8.495512656,98.849717252
ALA07,58-117715,500,7,หจก.ท่าทรายธุรกิจ,2.0,8.455184183,98.795336601
ALA07,59-112674,30,4,ไฟทางหลวง บ้านวังจา,4.0,8.527079734,98.880770122
ALA07,57-109990,50,7,หจก.ทวิน,2.0,8.53397784,98.865661292
ALA07,58-168657,30,4,ฟาร์มไก่ สุภาพร,2.0,8.448581212,98.837362235
ALA07,62-000900,500,7,อบต.อ่าวลึกเหนือ,4.0,8.407755044,98.782617792
ALA07,63-103526,30,2,ไฟสาธารณะช่วง 3,1.0,8.496264018,98.841248203
ALA07,59-003493,315,7,สหกรณ์กองทุนสวนยางน้ำจานสามัคคี,2.0,8.406290799,98.801646099
ALA03,65-017629,30,1,ปะปาช่องเหมาะ,4.0,8.423689321,98.817801867
ALA01,51-113872,250,7,บ.ครีเอทีฟ โรงโม่หิน อ่าวลึกน้อย,3.0,8.319842342,98.742075566
ALA01,56-121437,500,7,บ.ครีเอทีฟ โรงโม่หิน อ่าวลึกน้อย,3.0,8.320574323,98.741042007
ALA01,56-121438,800,7,โรงโม่หิน อ่าวลึกน้อย,3.0,8.320410409,98.741050851
ALA02,38-001242,50,7,นายอดุลย์ฯ (รง.อิฐบล๊อก),2.0,8.38085316,98.745123585
ALA02,40-843100,500,7,เสริมสงวนก่อสร้าง,2.0,8.320243111,98.789155617
ALA02,63-109131,500,7,โรงงานยางมะตอย,3.0,8.345120896,98.786984188
ALA09,27-007912,160,7,บริษัทสวนปาล์มสหกาญจน์ จก.,2.0,8.49729254,98.706593415
ALA06,57-103248,50,7,รับซื้อของเก่า นายวิมล,2.0,8.373513749,98.732266645
ALA07,65-019445,30,2,รพ.สต. น้ำจาน,4.0,8.403721584,98.799147902
ALA01,48-006815,30,2,นายวันโชค คงผล (ฟาร์มเลี้ยงแพะ),2.0,8.292899975,98.748242503
ALA02,34-005303,20,4,DCC_นายจักร์พงศ์ อิฐบล๊อก,2.0,8.314956215,98.775317734
ALA06,57-104728,100,7,โรงงานบริษัท กระบี่ เอ็นซี พลาสติก จำกัด,2.0,8.374672311,98.720789746
ALA06,57-010579,315,7,สภอ.อ่าวลึก,4.0,8.377228809,98.722486148
ALA06,49-012774,30,4,อบต.แหลมสัก,1.0,8.340444098,98.682415056
ALA01,65-113532,800,7,บริษัท ครีเอทีฟ มิเนอรัล จำกัด,3.0,8.321198688,98.741490548
ALA09,55-016487,30,2,DCC_บ้านบางโทง,1.0,8.532263572,98.710477861
ALA09,58-006814,30,4,DCC_ม.6 ซอยวัดบ้านนา ต.เขาต่อ,1.0,8.618568384,98.768144228
ALA09,65-101521,30,4,ไฟทางหลวง ซ.วัดบางโทง,4.0,8.519553976,98.725394929
ALA05,40-022666,100,7,ธนาคารออมสิน สาขาทับปุด ต.ทับปุด อ.ทับปุด จ.พังงา,2.0,8.515927928,98.637757135
ALA09,59-010260,30,1,ประปา ซอยผู้ใหญ่ไมตรี ปลายซอย,4.0,8.558372452,98.711519255
ALA05,52-113679,30,4,นาเหนือรีสอร์ท,2.0,8.500853136,98.677547026
ALA05,60-014880,50,7,โรงอิฐ นางวราภรณ์,2.0,8.50697708,98.676226165
ALA09,65-019990,30,2,ไฟทางหลวง แขวงพังงา จุด2,4.0,8.502509972,98.69735192
ALA05,00-065070,50,7,DCC_มะรุ่ย,1.0,8.456641286,98.650358732
ALA09,58-108913,250,7,นายอำนวย เพ่งกิจ,2.0,8.54116771,98.727398572
ALA09,38-007901,50,7,DCC_,1.0,8.620362763,98.757783686
ALA05,56-999999,315,7,นายคลาย ชิดเชื้อม.5,4.0,8.428689793,98.630095273
ALA05,42-003239,30,2,ซอยกันเอง,1.0,8.449665593,98.653760548
ALA05,57-004610,30,2,อนามัยนาเหนือ,1.0,8.502757353,98.696184032
ALA05,48-006807,30,2,บ.โทเทิ่ลแอ็คแซ็สฯ ม.3 ต.มะรุ่ย อ.ทับปุด,2.0,8.416957065,98.639466076
ALA09,40-022273,30,1,DCC_,1.0,8.550545249,98.721865862
ALA05,34-007514,50,7,สถานีวิทยุ บช.ภ.4ทับปุด,2.0,8.513211187,98.639748285
ALA05,64-111844,30,2,ประปา อบต.นาเหนือ บ้านปากลาว,2.0,8.478785713,98.657638892
ALA09,61-100280,500,7,บริษัท ตาปีแทรคเตอร์ จำกัด,3.0,8.652080363,98.779648882
ALA09,49-013079,30,2,ประปาหมู่บ้านบางเท่าแม่ ม.1,4.0,8.581628578,98.740644923
ALA05,37-007667,100,7,บริษัทเสริมศิลป์ เค.อาร์ จก,2.0,8.495640986,98.686372877
ALA09,50-116951,30,4,ประปาซอยข้างโรงเรียนบางเจริญ,4.0,8.520185611,98.725353681
ALA09,58-010794,30,4,ปะปา บ้านนา ม.6,1.0,8.618354118,98.758838526
ALA09,60-005252,50,7,ไฟทางหลวง หน้าสยามโมเดิร์น ม.2 ต.นาเหนือ,4.0,8.515168732,98.695172896
ALA09,59-010571,30,2,DCC_ซอยน้ำตกบางเท่าแม่,1.0,8.600802095,98.724305838
ALA09,66-015938,100,7,บมจ.ซีพีออลล์ เซเว่นปั๊ม ปตทนาเหนือ,2.0,8.518912137,98.7011282
ALA05,43-114109,250,7,ศูนย์พัฒนาฝีมือแรงงาน จ.พังงา,2.0,8.501027381,98.649164761
ALA09,36-013774,100,7,DCC_,1.0,8.507118826,98.680327358
ALA09,37-013235,30,1,DCC_,1.0,8.525685674,98.718061769
ALA09,66-021692,50,7,บ.โคกยอ,1.0,8.600225978,98.742320217
ALA09,35-008017,100,7,บ.บางเท่าแม่  ม.1  ต.เขาต่อ,1.0,8.58500141,98.742039322
ALA09,51-008600,30,4,ประปาหมู่บ้านซอยบางหินงาม ม.3,4.0,8.578456427,98.728379434
ALA05,42-003682,30,2,DCC_,1.0,8.488025892,98.643382132
ALA05,40-013309,30,4,DCC_,1.0,8.462240459,98.646249988
ALA09,60-038065,50,7,ปะปาบ้านบางหอยโขง,3.0,8.57352307,98.731394964
ALA06,39-112450,1000,7,ฟาร์มเลี้ยงกุ้ง นายปรัชญา ศรีสวัสดิ์,2.0,8.308184918,98.664828066
ALA07,46-111977,75,1,DCC_,2.0,8.515110068,98.896585497
ALA05,56-119830,30,2,บริษัท เกรชแลนด์ก่อสร้างจำกัด,3.0,8.488281344,98.716748533
ALA01,51-115245,400,7,บ.เอก-ชัยดัสทรีบิวชั่น ซิสเทม จก.(เทสโก้,2.0,8.390766773,98.742279883
ALA01,53-002141,30,4,โรงอิฐ สุกัญญา ม.3 บ้านกลาง,2.0,8.316385773,98.774207518
ALA02,45-113605,30,1,-,2.0,8.335938376,98.768966283
ALA02,48-007002,30,2,บริษัท โทเทิ่ลแอ็ดเซ็สคอมมูนิเคชั่นฯ (บ.ถ้ำเพชร),2.0,8.389404452,98.7889883
ALA07,64-015606,500,7,บริษัท น้ำดื่มไลค์ จำกัด ม.8 ต.ปลายพระยา,3.0,8.504748811,98.889003922
ALA06,67-113852,315,7,ปั๊มน้ำมัน PTTOR ช่องเขา,2.0,8.385155101,98.714891044
ALA02,30-002150,10,1,โรงทำอิฐน.ส.พรรณา แซ่ตั้ง,2.0,8.291713442,98.79300383
ALA01,49-118125,30,4,บริษัท แอดวานซ์อินโฟร์ฯ (สถานีฐาน บ.บากัน),2.0,8.300386463,98.746709078
ALA03,49-012747,30,4,ประปาหมู่บ้านน้ำซ่ำ ม.11,4.0,8.567639989,98.855239258
ALA03,49-014568,500,7,บริษัท บี.วี.ไมนิ่ง จำกัด,2.0,8.573361326,98.769298029
ALA03,38-021393,1000,7,-,2.0,8.57902765,98.919367625
ALA03,63-105868,30,4,นางนิตยา พรหมเมือง,2.0,8.614050675,98.83039137
ALA03,65-030084,30,4,แขวงทางหลวง,2.0,8.547176684,98.807866023
ALA03,65-019987,30,1,บ้านทะเลตก,4.0,8.630414361,98.84532839
ALA03,55-117322,30,1,นายเจริญ  ชนะกิจ,1.0,8.592240392,98.81947224
ALA03,60-113760,30,2,ไฟทางหลวง บ.ตัวอย่าง,4.0,8.555852043,98.809419553
ALA03,56-115846,1000,7,ลาภภักดีปาล์ม,1.0,8.558623393,98.796807534
ALA03,61-017910,500,7,โรงโม่บัลลัง ม.5  ต.เขาต่อ,3.0,8.572894487,98.769923415
ALA03,33-005273,500,7,บ้านพักพนักงาน บ.ยูนิวานิชน้ำมันปาล์ม จก,2.0,8.588537195,98.918750998
ALA03,49-012746,30,1,ประปาหมู่บ้านควนเขียว ม.3,4.0,8.665008134,98.872417947
ALA03,61-002971,30,2,ไฟทางหลวง แขวงทางหลวงพังงา,2.0,8.539146997,98.867292908
ALA06,42-003348,30,4,DCC_DCC_,4.0,8.294404114,98.660954789
ALA06,45-006048,50,7,หจก.โชคนำพา จำกัด (โวคอ่าวลึก)ม.7 ต.อ่าวลึกใต้,2.0,8.396504909,98.742561381
ALA06,38-014807,30,4,นายจรูญ นวลศรี,2.0,8.289753397,98.65798821
ALA06,36-008745,100,7,นางดุษณีฯ(สนุ๊กเกอร์),2.0,8.395433871,98.74114799
ALA01,41-000646,100,7,บริษัท ซี.พี.เซเว่นอีเลฟเว่น จำกัด (สาขาอ่าวลึก),2.0,8.396255418,98.742748909
ALA09,65-101180,50,7,วัดไพรสณฑ์,4.0,8.435376841,98.739813475
ALA07,49-013197,30,4,ประปาหมู่บ้านศรีพระยา ม.12,4.0,8.485007572,98.825081108
ALA07,51-009213,30,1,ประปาหมู่บ้านโคกแซะ ม.3,4.0,8.461989928,98.791899065
ALA02,39-002215,315,7,หม้อแปลง 315 KVA CT SCAN รพ.อ่าวลึก,4.0,8.402128786,98.742100547
ALA03,67-109043,315,7,ขนส่งอ่าวลึก,4.0,8.415040187,98.754552756
ALA03,67-018972,30,2,หม้อแปลงไฟทางหลว บางหล่อ-อ่าวลึก บ.ศรีพระยา จุดที1,3.0,8.488020948,98.829326204
ALA02,49-013088,30,2,อบต.บ้านกลาง,2.0,8.363387802,98.771139203
ALA03,49-007624,30,4,บริษัท โทเทิ่ลแอ็คเซ็สคอมมูนิเคชั่นฯ (บ.บางเหียน),2.0,8.555578115,98.878062997
ALA09,61-113353,160,7,หจก.ภาคใต้คอนกรีต,2.0,8.457574596,98.738050633
ALA01,53-119659,500,7,บ่อกุ้ง นายแสง ม.3  อ่าวลึกน้อย,2.0,8.303081336,98.73480722
ALA01,39-002565,500,7,นายดำรงค์ ถิ่นพังงา,2.0,8.305493334,98.719388998
ALA01,55-112326,500,7,บ่อกุ้งศักดิ์สยาม ลูกที่ 1,2.0,8.299996332,98.720029788
ALA01,55-112063,500,7,บ่อกุ้งศักดิ์สยาม ลูกที่ 2,2.0,8.299997627,98.719929441
ALA02,06-105057,1250,7,บริษัท อิเธอนัล ไฟเบอร์ อินดัสทรี จำกัด,2.0,8.38096459,98.747320596
ALA07,48-117657,30,1,DCC_,2.0,8.570931743,98.916032371
ALA02,29-110214,1000,7,บริษัทกระบี่น้ำมันพืช จำกัด,2.0,8.380826168,98.746456354
ALA02,68-105239,30,2,แขวงทางหลวงชนบทกระบี่ ม.2 ต.คลองหิน,4.0,8.299349338,98.811596458
ALA07,56-122674,30,1,ไฟทางหลวง บ้านปากหยา,4.0,8.499978825,98.837961347
ALA03,65-030076,30,4,ปะปาคลองปัญญา,4.0,8.597329762,98.841065458
ALA07,40-019938,30,1,ไฟสาธารณะทางหลวงสามแยกปลายพระยา,4.0,8.530950124,98.864040702
ALA05,34-004040,30,2,DCC_,1.0,8.41200431,98.630813862
ALA02,69-002765,30,2,มป.ทางหลวงชนบทที่14 บ้านเขาแก้ว,4.0,8.35311026,98.898324271
ALA06,69-002764,30,2,มป แขวงทางหลวงชนบทกระบี่  ถ.สาย กบ 1002,4.0,8.430201777,98.686129115
ALA03,58-116196,30,2,ไฟสาธารณะทางหลวงบ้านบางหลอ ม.4 ต.บางสวรรค์,4.0,8.583395238,98.933400046
ALA03,45-013273,30,1,อบต.คลองยา,1.0,8.396127932,98.880278027
ALA03,49-013196,30,1,ประปาหมู่บ้านบางใหญ่ ม.8,4.0,8.43424404,98.861971168
ALA03,40-001635,30,4,นางจิตร ปลอดภัย (โรงอิฐบล๊อก),2.0,8.391992063,98.865211281
ALA03,49-008908,30,1,ประปาหมู่บ้านน้ำรอบ ม.7,4.0,8.420106879,98.875012805
ALA03,68-110090,400,7,สถานีสูบน้ำบ้านทะเลหอย ม.10,3.0,8.64533342,98.846511948
ALA02,69-104174,315,7,บริษัท อีวี สเตชั่นชาร์จ จำกัด,2.0,8.297101275,98.789560712
ALA02,67-115141,400,7,บริษัท สุราษฎร์สุขสันต์ จำกัด,2.0,8.347462057,98.779366091
ALA05,36-020548,100,7,วัดศรัทธาราม ม.4 อ.ทับปุด,4.0,8.473633512,98.651816813
ALA05,46-009394,30,2,DCC_,1.0,8.497509298,98.687260359
ALA09,42-000744,30,2,DCC_,1.0,8.675854018,98.762701432
ALA09,51-008602,30,4,ไฟสาธารณะสำนักก่อสร้างทาง ที่3 จุด1,4.0,8.507432474,98.676275892
ALA05,36-019858,30,2,DCC_บ้านคลองจูด มะรุ่ย,1.0,8.427609645,98.636058147
ALA05,65-020013,30,2,บ้านมะรุ่ย ม.4,1.0,8.482360038,98.646585596
ALA05,63-103443,30,2,ไฟสาธารณะช่วง6,1.0,8.475566349,98.665705224
ALA09,65-031912,30,4,ไฟทางหลวง,4.0,8.590833866,98.743071572
ALA09,59-009269,30,2,ประปาบางเจริญ,2.0,8.535602177,98.759304099
ALA05,66-114243,160,7,ฟาร์มกุ้ง นายวันชัย สุวรรณวารี,2.0,8.404484379,98.638115527
ALA05,53-005956,100,7,การประปาส่วนภูมิภาค อ.ทับปุด,4.0,8.514991153,98.634630337
ALA09,56-113952,50,7,วัดเขาต่อ ม.4 ต.เขาต่อ,1.0,8.572212347,98.741681979
ALA05,47-006200,30,2,DCC_บ้านท่าสนุก,1.0,8.417026989,98.639767392
ALA05,67-005620,100,7,นางสัทธยา เชืงคีรี,2.0,8.496307081,98.689383183
ALA09,41-005143,30,4,DCC_,1.0,8.568116868,98.743802347
ALA05,35-009079,30,2,DCC_,1.0,8.46241539,98.658662901
ALA09,56-014935,30,4,DCC_บ้านทุ่งชักพระ,1.0,8.562676436,98.742061355
ALA05,48-006808,30,2,บ.โทเทิ่ลแอ็คแซ็สฯ ม.4 ต.มะรุ่ย อ.ทับปุด,2.0,8.476576061,98.649187315
ALA05,58-016851,50,7,ซอยมิตรภาพ 3,4.0,8.45045248,98.645382352
ALA09,37-009757,50,4,DCC_,1.0,8.536422135,98.740131018
ALA05,42-000244,30,4,DCC_,1.0,8.498337578,98.698292167
ALA09,66-018606,100,7,7-11 บ้านเขาต่อ,2.0,8.591849224,98.743830435
ALA05,50-006086,160,7,DCC_,1.0,8.410714678,98.642988093
ALA09,32-004191,20,4,DCC_,1.0,8.615920268,98.741872951
ALA05,59-009798,30,2,สี่แยกมะรุ่ย,2.0,8.476883893,98.649315582
ALA02,61-104835,500,7,บ.พี.เอส.ที.พาราวู้ด จำกัด,3.0,8.35558552,98.780919461
ALA06,54-018296,100,7,นายอัญ เตชาธรรมนันท์,1.0,8.386109149,98.714213085
ALA02,68-012567,30,2,แขวงทางหลวงชนบทกระบี่ บ้านเขางาย คลองยา,1.0,8.343634906,98.888221916
ALA06,48-000660,250,7,นายไพฑูรย์ คาวาฮารา (บ่อเลี้ยงกุ้ง),2.0,8.292723715,98.660312093
ALA03,68-107931,30,4,ประปาบ้านตัวอย่าง อบต.เขาเขน,4.0,8.557601659,98.812868141
ALA03,68-001231,30,2,ถ.เขาต่อ-ปลายพระยา ม.4 ต.เขาต่อ,1.0,8.567466469,98.769704164
ALA09,54-111922,50,4,รีสอร์ท  นายชุมพล  ม.1  เขาต่อ,2.0,8.582603946,98.741502045
ALA09,40-111405,50,7,บริษัท โทเทิ่ลแอ็คเซ็สคอมมูเคชั่น จำกัด (มหาชน),2.0,8.650014779,98.775854326
ALA05,58-006173,20,1,DCC_ศูนย์พัฒนาฝีมือ,1.0,8.500788375,98.649008186
ALA05,40-017985,30,2,DCC_,1.0,8.50044727,98.671123523
ALA09,54-015409,50,7,ศูนย์พัฒนาเด็กเล็กบ้านบางโทง,4.0,8.534533371,98.709794048
ALA09,64-008355,30,4,อบต.เขาต่อ,1.0,8.611234301,98.762768675
ALA05,55-015958,30,2,ม.1ต.ทับปุด,4.0,8.51530166,98.633157044
ALA09,66-110716,1000,7,บริษัท ฟาร์เมช จำกัด,3.0,8.572392177,98.734062515
ALA05,36-020623,160,7,ฟาร์มกุ้งนายอภิเดช หิโตปกรณ์,2.0,8.425805552,98.643289718
ALA09,28-009881,30,1,นายธเนศ บัญชาสุทธิกุล (โรงงานอิฐบล็อค),4.0,8.537030196,98.713645794
ALA09,36-014657,160,7,บ้านพัก บริษัท  ตาปีแทรคเตอร์  จำกัด,2.0,8.651877859,98.779099834
ALA09,60-038048,50,7,ประปา หลังอนามัยเขาต่อ อบต.เขาต่อ,2.0,8.569891413,98.741429197
ALA05,63-015791,30,2,บ้านป่าแต้ว,1.0,8.498986284,98.671758507
ALA09,49-014061,30,4,ไดมอนปารค์,1.0,8.513494147,98.688822359
ALA05,36-020620,100,7,ฟาร์มกุ้งนายปรีชา ฟูเฟื่องสิน,2.0,8.412456491,98.639228294
ALA09,63-015788,30,2,DCC_บ.บางหอย,1.0,8.641758144,98.77602342
ALA05,40-019662,30,2,DCC_,1.0,8.471738557,98.6718043
ALA09,65-100915,30,4,ไฟทางหลวง ซ.วัดบางโทง,4.0,8.525692433,98.724770575
ALA05,64-110467,30,2,ประปาบ้านป่าแต้ว ม.2,2.0,8.5027289,98.671638234
ALA05,40-013281,30,2,DCC_ม.3 ท่าสนุก มะรุ่ย,1.0,8.408911468,98.628466577
ALA09,44-113937,50,4,บริษัท แอดวานซ์อินโฟร์ฯสถานีฐานบ้านนางยวน ต.เขาต่อ,2.0,8.650567329,98.775958146
ALA09,42-003196,30,1,DCC_,1.0,8.548151226,98.714984826
ALA09,49-012663,30,2,บ.บางโทง,1.0,8.521094354,98.70245839
ALA09,40-022069,30,4,DCC_,1.0,8.651728626,98.788047978
ALA05,54-015317,50,7,ร.ร.บ้านท่าสุนก,4.0,8.416014069,98.638680213
ALA05,59-023269,100,7,7-11 บ้านมะรุ่ย,2.0,8.476652219,98.649900005
ALA05,59-122600,160,7,นายคลาย ชิดเชื้อ,4.0,8.425429991,98.632311078
ALA05,38-019939,250,7,DCC_บ้านจัดสรรหน้าซุปเปอร์ชิป,1.0,8.51282537,98.642290487
ALA09,62-003032,30,2,บ.บางอวด,4.0,8.551842546,98.730702625
ALA05,37-019462,50,7,DCC_,1.0,8.510628964,98.631117806
ALA09,59-009270,30,1,ประปา ม.5 ซ.ผู้ใหญ่ไมตรี,4.0,8.547817095,98.727253575
ALA09,40-022064,30,2,DCC_,1.0,8.547045563,98.737006572
ALA09,49-014058,30,2,นายชำนาญ เกลือนสินธ์ (โรงงานอิฐบล็อค),2.0,8.525312133,98.714285943
ALA05,57-004208,30,2,DCC_บ้านมะรุ่ย ลูกที่ 2,1.0,8.477121384,98.656653259
ALA09,40-011595,30,1,DCC_,1.0,8.553974349,98.733921295
ALA09,66-001573,50,7,วัดบ้านนา ม.6 ต.เขาต่อ,4.0,8.618489345,98.767767307
ALA09,62-103514,250,7,หจก.ชมพูนุช เซอร์วิส,2.0,8.507285131,98.6825035
ALA09,62-003585,30,2,ไฟทางหลวง แขวงทางหลวงพังงา สามแยกเขาต่อ,4.0,8.577665878,98.740542004
ALA09,51-008619,30,4,ไฟสาธารณะทางหลวง,4.0,8.498621494,98.702863417
ALA09,63-008671,30,1,DCC_,1.0,8.627047435,98.751617522
ALA09,40-022287,30,2,DCC_,1.0,8.603781237,98.734681886
ALA09,33-000325,10,4,เซาร์เทริน์,1.0,8.569055148,98.713869565
ALA09,64-100058,100,7,ฟาร์มไก่ นาย ไพบูลย์ ชัยทอง,2.0,8.583939891,98.746373169
ALA09,61-002690,30,2,DCC_รร.บ้านบางโทง,4.0,8.534338414,98.709943896
ALA09,65-101522,30,2,ไฟทางหลวง ซ.บางไทร2,4.0,8.509522993,98.722738124
ALA09,45-005825,250,7,วัดบางโทง ม.4 ต.นาเหนือ อ.อ่าวลึก,4.0,8.527592709,98.717994131
ALA09,54-000674,30,1,DCC_บ้านควนท้อน,1.0,8.539452058,98.706822413
ALA09,51-009212,30,2,DCC_บ้านบางแห้ง ม. 2,1.0,8.65958725,98.778932962
ALA09,51-113568,50,7,บริษัท ประเสริฐยางทอง จำกัด (สาขา1),2.0,8.515212248,98.69576107
ALA09,45-012400,30,2,DCC_ซอยน้ำตกบางเท่าแม่ ลูกที่ 1,1.0,8.588274823,98.734511757
ALA09,63-107864,30,1,ประปาบ้านนาต้นตอ,2.0,8.517409574,98.69167975
ALA05,32-004630,20,2,DCC_ซ.ห้องพักรีแล็ค,1.0,8.497001868,98.644112663
ALA05,49-113950,160,7,บ่อกุัง นายมานพ ชินการ ม.2 ต.มะรุ่ย อ.ทับปุด,2.0,8.421218441,98.640221281
